"Month","Animal","State","Count"
2013 7,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 8,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 9,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 10,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 11,"Bulls, bullocks and steers","Australian Capital Territory",0
2013 12,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 1,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 2,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 3,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 4,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 5,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 6,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 7,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 8,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 9,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 10,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 11,"Bulls, bullocks and steers","Australian Capital Territory",0
2014 12,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 1,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 2,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 3,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 4,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 5,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 6,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 7,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 8,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 9,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 10,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 11,"Bulls, bullocks and steers","Australian Capital Territory",0
2015 12,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 1,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 2,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 3,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 4,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 5,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 6,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 7,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 8,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 9,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 10,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 11,"Bulls, bullocks and steers","Australian Capital Territory",0
2016 12,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 1,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 2,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 3,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 4,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 5,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 6,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 7,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 8,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 9,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 10,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 11,"Bulls, bullocks and steers","Australian Capital Territory",0
2017 12,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 1,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 2,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 3,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 4,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 5,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 6,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 7,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 8,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 9,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 10,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 11,"Bulls, bullocks and steers","Australian Capital Territory",0
2018 12,"Bulls, bullocks and steers","Australian Capital Territory",0
1976 7,"Bulls, bullocks and steers","New South Wales",107500
1976 8,"Bulls, bullocks and steers","New South Wales",107400
1976 9,"Bulls, bullocks and steers","New South Wales",123400
1976 10,"Bulls, bullocks and steers","New South Wales",115400
1976 11,"Bulls, bullocks and steers","New South Wales",106400
1976 12,"Bulls, bullocks and steers","New South Wales",115900
1977 1,"Bulls, bullocks and steers","New South Wales",115000
1977 2,"Bulls, bullocks and steers","New South Wales",121300
1977 3,"Bulls, bullocks and steers","New South Wales",136800
1977 4,"Bulls, bullocks and steers","New South Wales",122100
1977 5,"Bulls, bullocks and steers","New South Wales",134100
1977 6,"Bulls, bullocks and steers","New South Wales",140800
1977 7,"Bulls, bullocks and steers","New South Wales",129200
1977 8,"Bulls, bullocks and steers","New South Wales",145700
1977 9,"Bulls, bullocks and steers","New South Wales",150500
1977 10,"Bulls, bullocks and steers","New South Wales",133700
1977 11,"Bulls, bullocks and steers","New South Wales",139700
1977 12,"Bulls, bullocks and steers","New South Wales",125800
1978 1,"Bulls, bullocks and steers","New South Wales",117000
1978 2,"Bulls, bullocks and steers","New South Wales",115700
1978 3,"Bulls, bullocks and steers","New South Wales",124900
1978 4,"Bulls, bullocks and steers","New South Wales",106000
1978 5,"Bulls, bullocks and steers","New South Wales",128100
1978 6,"Bulls, bullocks and steers","New South Wales",125300
1978 7,"Bulls, bullocks and steers","New South Wales",116600
1978 8,"Bulls, bullocks and steers","New South Wales",136100
1978 9,"Bulls, bullocks and steers","New South Wales",121600
1978 10,"Bulls, bullocks and steers","New South Wales",130100
1978 11,"Bulls, bullocks and steers","New South Wales",144800
1978 12,"Bulls, bullocks and steers","New South Wales",120800
1979 1,"Bulls, bullocks and steers","New South Wales",133500
1979 2,"Bulls, bullocks and steers","New South Wales",135000
1979 3,"Bulls, bullocks and steers","New South Wales",126300
1979 4,"Bulls, bullocks and steers","New South Wales",87500
1979 5,"Bulls, bullocks and steers","New South Wales",1e+05
1979 6,"Bulls, bullocks and steers","New South Wales",72500
1979 7,"Bulls, bullocks and steers","New South Wales",73400
1979 8,"Bulls, bullocks and steers","New South Wales",95300
1979 9,"Bulls, bullocks and steers","New South Wales",103800
1979 10,"Bulls, bullocks and steers","New South Wales",122000
1979 11,"Bulls, bullocks and steers","New South Wales",108100
1979 12,"Bulls, bullocks and steers","New South Wales",96400
1980 1,"Bulls, bullocks and steers","New South Wales",109000
1980 2,"Bulls, bullocks and steers","New South Wales",86400
1980 3,"Bulls, bullocks and steers","New South Wales",90900
1980 4,"Bulls, bullocks and steers","New South Wales",88700
1980 5,"Bulls, bullocks and steers","New South Wales",86100
1980 6,"Bulls, bullocks and steers","New South Wales",64200
1980 7,"Bulls, bullocks and steers","New South Wales",77600
1980 8,"Bulls, bullocks and steers","New South Wales",80200
1980 9,"Bulls, bullocks and steers","New South Wales",93100
1980 10,"Bulls, bullocks and steers","New South Wales",100800
1980 11,"Bulls, bullocks and steers","New South Wales",85000
1980 12,"Bulls, bullocks and steers","New South Wales",82400
1981 1,"Bulls, bullocks and steers","New South Wales",69200
1981 2,"Bulls, bullocks and steers","New South Wales",69000
1981 3,"Bulls, bullocks and steers","New South Wales",74400
1981 4,"Bulls, bullocks and steers","New South Wales",79600
1981 5,"Bulls, bullocks and steers","New South Wales",83800
1981 6,"Bulls, bullocks and steers","New South Wales",72300
1981 7,"Bulls, bullocks and steers","New South Wales",75500
1981 8,"Bulls, bullocks and steers","New South Wales",61200
1981 9,"Bulls, bullocks and steers","New South Wales",70900
1981 10,"Bulls, bullocks and steers","New South Wales",63300
1981 11,"Bulls, bullocks and steers","New South Wales",64500
1981 12,"Bulls, bullocks and steers","New South Wales",76600
1982 1,"Bulls, bullocks and steers","New South Wales",72200
1982 2,"Bulls, bullocks and steers","New South Wales",76600
1982 3,"Bulls, bullocks and steers","New South Wales",90200
1982 4,"Bulls, bullocks and steers","New South Wales",70700
1982 5,"Bulls, bullocks and steers","New South Wales",82100
1982 6,"Bulls, bullocks and steers","New South Wales",83800
1982 7,"Bulls, bullocks and steers","New South Wales",83500
1982 8,"Bulls, bullocks and steers","New South Wales",82200
1982 9,"Bulls, bullocks and steers","New South Wales",93800
1982 10,"Bulls, bullocks and steers","New South Wales",77800
1982 11,"Bulls, bullocks and steers","New South Wales",78200
1982 12,"Bulls, bullocks and steers","New South Wales",80200
1983 1,"Bulls, bullocks and steers","New South Wales",64500
1983 2,"Bulls, bullocks and steers","New South Wales",70600
1983 3,"Bulls, bullocks and steers","New South Wales",83600
1983 4,"Bulls, bullocks and steers","New South Wales",68100
1983 5,"Bulls, bullocks and steers","New South Wales",63100
1983 6,"Bulls, bullocks and steers","New South Wales",54000
1983 7,"Bulls, bullocks and steers","New South Wales",58600
1983 8,"Bulls, bullocks and steers","New South Wales",68300
1983 9,"Bulls, bullocks and steers","New South Wales",68900
1983 10,"Bulls, bullocks and steers","New South Wales",67300
1983 11,"Bulls, bullocks and steers","New South Wales",68300
1983 12,"Bulls, bullocks and steers","New South Wales",64000
1984 1,"Bulls, bullocks and steers","New South Wales",56100
1984 2,"Bulls, bullocks and steers","New South Wales",60500
1984 3,"Bulls, bullocks and steers","New South Wales",64700
1984 4,"Bulls, bullocks and steers","New South Wales",50400
1984 5,"Bulls, bullocks and steers","New South Wales",63600
1984 6,"Bulls, bullocks and steers","New South Wales",57900
1984 7,"Bulls, bullocks and steers","New South Wales",58700
1984 8,"Bulls, bullocks and steers","New South Wales",59300
1984 9,"Bulls, bullocks and steers","New South Wales",49200
1984 10,"Bulls, bullocks and steers","New South Wales",57000
1984 11,"Bulls, bullocks and steers","New South Wales",55200
1984 12,"Bulls, bullocks and steers","New South Wales",50100
1985 1,"Bulls, bullocks and steers","New South Wales",61900
1985 2,"Bulls, bullocks and steers","New South Wales",55700
1985 3,"Bulls, bullocks and steers","New South Wales",58600
1985 4,"Bulls, bullocks and steers","New South Wales",47800
1985 5,"Bulls, bullocks and steers","New South Wales",60900
1985 6,"Bulls, bullocks and steers","New South Wales",48800
1985 7,"Bulls, bullocks and steers","New South Wales",56000
1985 8,"Bulls, bullocks and steers","New South Wales",56300
1985 9,"Bulls, bullocks and steers","New South Wales",53800
1985 10,"Bulls, bullocks and steers","New South Wales",66200
1985 11,"Bulls, bullocks and steers","New South Wales",63600
1985 12,"Bulls, bullocks and steers","New South Wales",59900
1986 1,"Bulls, bullocks and steers","New South Wales",73300
1986 2,"Bulls, bullocks and steers","New South Wales",64100
1986 3,"Bulls, bullocks and steers","New South Wales",63300
1986 4,"Bulls, bullocks and steers","New South Wales",66800
1986 5,"Bulls, bullocks and steers","New South Wales",65800
1986 6,"Bulls, bullocks and steers","New South Wales",55900
1986 7,"Bulls, bullocks and steers","New South Wales",67500
1986 8,"Bulls, bullocks and steers","New South Wales",57700
1986 9,"Bulls, bullocks and steers","New South Wales",65800
1986 10,"Bulls, bullocks and steers","New South Wales",73700
1986 11,"Bulls, bullocks and steers","New South Wales",65700
1986 12,"Bulls, bullocks and steers","New South Wales",73200
1987 1,"Bulls, bullocks and steers","New South Wales",70300
1987 2,"Bulls, bullocks and steers","New South Wales",65800
1987 3,"Bulls, bullocks and steers","New South Wales",72400
1987 4,"Bulls, bullocks and steers","New South Wales",70000
1987 5,"Bulls, bullocks and steers","New South Wales",67400
1987 6,"Bulls, bullocks and steers","New South Wales",69100
1987 7,"Bulls, bullocks and steers","New South Wales",83300
1987 8,"Bulls, bullocks and steers","New South Wales",76200
1987 9,"Bulls, bullocks and steers","New South Wales",85600
1987 10,"Bulls, bullocks and steers","New South Wales",92600
1987 11,"Bulls, bullocks and steers","New South Wales",85700
1987 12,"Bulls, bullocks and steers","New South Wales",92800
1988 1,"Bulls, bullocks and steers","New South Wales",80300
