"","Quarter","Region","State","Purpose","Trips"
"488",10865,"Adelaide Hills","South Australia","Other",2.2665789
"489",10957,"Adelaide Hills","South Australia","Other",0
"490",11048,"Adelaide Hills","South Australia","Other",1.7767214
"491",11139,"Adelaide Hills","South Australia","Other",0
"492",11231,"Adelaide Hills","South Australia","Other",0
"493",11323,"Adelaide Hills","South Australia","Other",0.3505485
"494",11413,"Adelaide Hills","South Australia","Other",1.9370989
"495",11504,"Adelaide Hills","South Australia","Other",0
"496",11596,"Adelaide Hills","South Australia","Other",0
"497",11688,"Adelaide Hills","South Australia","Other",0
"498",11778,"Adelaide Hills","South Australia","Other",3.7257407
"499",11869,"Adelaide Hills","South Australia","Other",0
"500",11961,"Adelaide Hills","South Australia","Other",0
"501",12053,"Adelaide Hills","South Australia","Other",0.6332154
"502",12143,"Adelaide Hills","South Australia","Other",3.6678782
"503",12234,"Adelaide Hills","South Australia","Other",3.0060054
"504",12326,"Adelaide Hills","South Australia","Other",0
"505",12418,"Adelaide Hills","South Australia","Other",1.063292
"506",12509,"Adelaide Hills","South Australia","Other",2.0589476
"507",12600,"Adelaide Hills","South Australia","Other",0.8917248
"508",12692,"Adelaide Hills","South Australia","Other",0.6858324
"509",12784,"Adelaide Hills","South Australia","Other",0
"510",12874,"Adelaide Hills","South Australia","Other",1.8917965
"511",12965,"Adelaide Hills","South Australia","Other",0.6089545
"512",13057,"Adelaide Hills","South Australia","Other",0
"513",13149,"Adelaide Hills","South Australia","Other",0.85997
"514",13239,"Adelaide Hills","South Australia","Other",1.25749
"515",13330,"Adelaide Hills","South Australia","Other",2.195824
"516",13422,"Adelaide Hills","South Australia","Other",2.448203
"517",13514,"Adelaide Hills","South Australia","Other",0.8895071
"518",13604,"Adelaide Hills","South Australia","Other",1.1913984
"519",13695,"Adelaide Hills","South Australia","Other",1.1651694
"520",13787,"Adelaide Hills","South Australia","Other",0.6422861
"521",13879,"Adelaide Hills","South Australia","Other",0
"522",13970,"Adelaide Hills","South Australia","Other",0.7693277
"523",14061,"Adelaide Hills","South Australia","Other",1.2218403
"524",14153,"Adelaide Hills","South Australia","Other",2.4349158
"525",14245,"Adelaide Hills","South Australia","Other",1.1392864
"526",14335,"Adelaide Hills","South Australia","Other",0
"527",14426,"Adelaide Hills","South Australia","Other",1.0324881
"528",14518,"Adelaide Hills","South Australia","Other",0
"529",14610,"Adelaide Hills","South Australia","Other",2.6697268
"530",14700,"Adelaide Hills","South Australia","Other",0
"531",14791,"Adelaide Hills","South Australia","Other",0.5132324
"532",14883,"Adelaide Hills","South Australia","Other",0.6433945
"533",14975,"Adelaide Hills","South Australia","Other",0.5816382
"534",15065,"Adelaide Hills","South Australia","Other",0
"535",15156,"Adelaide Hills","South Australia","Other",2.3308912
"536",15248,"Adelaide Hills","South Australia","Other",0.3166023
"537",15340,"Adelaide Hills","South Australia","Other",0.7022849
"538",15431,"Adelaide Hills","South Australia","Other",1.762161
"539",15522,"Adelaide Hills","South Australia","Other",0
"540",15614,"Adelaide Hills","South Australia","Other",1.2862624
"541",15706,"Adelaide Hills","South Australia","Other",2.884592
"542",15796,"Adelaide Hills","South Australia","Other",0.6894667
"543",15887,"Adelaide Hills","South Australia","Other",0.939753
"544",15979,"Adelaide Hills","South Australia","Other",6.6505357
"545",16071,"Adelaide Hills","South Australia","Other",5.2237755
"546",16161,"Adelaide Hills","South Australia","Other",1.3065007
"547",16252,"Adelaide Hills","South Australia","Other",1.2496519
"548",16344,"Adelaide Hills","South Australia","Other",1.3310606
"549",16436,"Adelaide Hills","South Australia","Other",1.0553395
"550",16526,"Adelaide Hills","South Australia","Other",1.1048741
"551",16617,"Adelaide Hills","South Australia","Other",3.012202
"552",16709,"Adelaide Hills","South Australia","Other",8.9531626
"553",16801,"Adelaide Hills","South Australia","Other",4.1867444
"554",16892,"Adelaide Hills","South Australia","Other",0.2626329
"555",16983,"Adelaide Hills","South Australia","Other",2.6701848
"556",17075,"Adelaide Hills","South Australia","Other",0.3677726
"557",17167,"Adelaide Hills","South Australia","Other",0.6842309
"558",17257,"Adelaide Hills","South Australia","Other",0.9234662
"559",17348,"Adelaide Hills","South Australia","Other",4.3620016
"560",17440,"Adelaide Hills","South Australia","Other",3.947306
"561",10227,"Adelaide Hills","South Australia","Visiting",2.988178
"562",10317,"Adelaide Hills","South Australia","Visiting",7.753242
"563",10408,"Adelaide Hills","South Australia","Visiting",3.5971861
"564",10500,"Adelaide Hills","South Australia","Visiting",8.3452444
"565",10592,"Adelaide Hills","South Australia","Visiting",2.1980095
"566",10682,"Adelaide Hills","South Australia","Visiting",9.2934157
"567",10773,"Adelaide Hills","South Australia","Visiting",5.1374584
"568",10865,"Adelaide Hills","South Australia","Visiting",3.6958415
"569",10957,"Adelaide Hills","South Australia","Visiting",2.1794682
"570",11048,"Adelaide Hills","South Australia","Visiting",0.9406399
"571",11139,"Adelaide Hills","South Australia","Visiting",0.7776381
"572",11231,"Adelaide Hills","South Australia","Visiting",6.515741
"573",11323,"Adelaide Hills","South Australia","Visiting",8.2289248
"574",11413,"Adelaide Hills","South Australia","Visiting",10.2168734
"575",11504,"Adelaide Hills","South Australia","Visiting",8.5900458
"576",11596,"Adelaide Hills","South Australia","Visiting",12.6106848
"577",11688,"Adelaide Hills","South Australia","Visiting",8.4995226
"578",11778,"Adelaide Hills","South Australia","Visiting",9.4753364
"579",11869,"Adelaide Hills","South Australia","Visiting",10.7763782
"580",11961,"Adelaide Hills","South Australia","Visiting",81.1021091
"581",12053,"Adelaide Hills","South Australia","Visiting",7.3269939
"582",12143,"Adelaide Hills","South Australia","Visiting",9.5113885
"583",12234,"Adelaide Hills","South Australia","Visiting",19.3420354
"584",12326,"Adelaide Hills","South Australia","Visiting",22.7892947
"585",12418,"Adelaide Hills","South Australia","Visiting",12.4842808
"586",12509,"Adelaide Hills","South Australia","Visiting",15.1306263
"587",12600,"Adelaide Hills","South Australia","Visiting",14.0430339
"588",12692,"Adelaide Hills","South Australia","Visiting",7.8156616
"589",12784,"Adelaide Hills","South Australia","Visiting",9.6562298
"590",12874,"Adelaide Hills","South Australia","Visiting",5.799967
"591",12965,"Adelaide Hills","South Australia","Visiting",9.4732326
"592",13057,"Adelaide Hills","South Australia","Visiting",19.4286558
"593",13149,"Adelaide Hills","South Australia","Visiting",6.501905
"594",13239,"Adelaide Hills","South Australia","Visiting",9.52855
"595",13330,"Adelaide Hills","South Australia","Visiting",10.031516
"596",13422,"Adelaide Hills","South Australia","Visiting",14.003056
"597",13514,"Adelaide Hills","South Australia","Visiting",16.7443756
"598",13604,"Adelaide Hills","South Australia","Visiting",15.6717698
"599",13695,"Adelaide Hills","South Australia","Visiting",13.4871983
"600",13787,"Adelaide Hills","South Australia","Visiting",10.3024785
"601",13879,"Adelaide Hills","South Australia","Visiting",10.2529087
"602",13970,"Adelaide Hills","South Australia","Visiting",14.1100937
"603",14061,"Adelaide Hills","South Australia","Visiting",22.719851
"604",14153,"Adelaide Hills","South Australia","Visiting",15.8255302
"605",14245,"Adelaide Hills","South Australia","Visiting",21.5836847
"606",14335,"Adelaide Hills","South Australia","Visiting",14.1342226
"607",14426,"Adelaide Hills","South Australia","Visiting",11.4373058
"608",14518,"Adelaide Hills","South Australia","Visiting",10.1824152
"609",14610,"Adelaide Hills","South Australia","Visiting",9.0391551
"610",14700,"Adelaide Hills","South Australia","Visiting",12.1397887
"611",14791,"Adelaide Hills","South Australia","Visiting",15.8184019
"612",14883,"Adelaide Hills","South Australia","Visiting",16.3956495
"613",14975,"Adelaide Hills","South Australia","Visiting",18.1988943
"614",15065,"Adelaide Hills","South Australia","Visiting",9.7830234
"615",15156,"Adelaide Hills","South Australia","Visiting",7.0316674
"616",15248,"Adelaide Hills","South Australia","Visiting",16.3445219
"617",15340,"Adelaide Hills","South Australia","Visiting",9.5684211
"618",15431,"Adelaide Hills","South Australia","Visiting",14.8100992
"619",15522,"Adelaide Hills","South Australia","Visiting",12.2734493
"620",15614,"Adelaide Hills","South Australia","Visiting",22.8520712
"621",15706,"Adelaide Hills","South Australia","Visiting",36.718419
"622",15796,"Adelaide Hills","South Australia","Visiting",19.3726192
"623",15887,"Adelaide Hills","South Australia","Visiting",9.0138821
"624",15979,"Adelaide Hills","South Australia","Visiting",14.2152933
"625",16071,"Adelaide Hills","South Australia","Visiting",11.4496217
"626",16161,"Adelaide Hills","South Australia","Visiting",20.0677326
"627",16252,"Adelaide Hills","South Australia","Visiting",16.1191577
"628",16344,"Adelaide Hills","South Australia","Visiting",16.9922311
"629",16436,"Adelaide Hills","South Australia","Visiting",21.432958
"630",16526,"Adelaide Hills","South Australia","Visiting",25.9516324
"631",16617,"Adelaide Hills","South Australia","Visiting",11.5849997
"632",16709,"Adelaide Hills","South Australia","Visiting",15.7977829
"633",16801,"Adelaide Hills","South Australia","Visiting",27.7491403
"634",16892,"Adelaide Hills","South Australia","Visiting",2.3717196
"635",16983,"Adelaide Hills","South Australia","Visiting",17.4467381
"636",17075,"Adelaide Hills","South Australia","Visiting",37.5658287
"637",17167,"Adelaide Hills","South Australia","Visiting",22.3872402
"638",17257,"Adelaide Hills","South Australia","Visiting",31.4749225
"639",17348,"Adelaide Hills","South Australia","Visiting",13.1173975
"640",17440,"Adelaide Hills","South Australia","Visiting",28.8777155
"641",10227,"Alice Springs","Northern Territory","Business",7.5351074
"642",10317,"Alice Springs","Northern Territory","Business",3.3563886
"643",10408,"Alice Springs","Northern Territory","Business",21.7776673
"644",10500,"Alice Springs","Northern Territory","Business",3.9771463
"645",10592,"Alice Springs","Northern Territory","Business",18.4124016
"646",10682,"Alice Springs","Northern Territory","Business",16.4054032
"647",10773,"Alice Springs","Northern Territory","Business",8.6520996
"648",10865,"Alice Springs","Northern Territory","Business",15.8996215
"649",10957,"Alice Springs","Northern Territory","Business",4.8812172
"650",11048,"Alice Springs","Northern Territory","Business",11.2270142
"651",11139,"Alice Springs","Northern Territory","Business",7.2638197
"652",11231,"Alice Springs","Northern Territory","Business",24.4381962
"653",11323,"Alice Springs","Northern Territory","Business",9.9557335
"654",11413,"Alice Springs","Northern Territory","Business",16.2718147
"655",11504,"Alice Springs","Northern Territory","Business",15.7431957
"656",11596,"Alice Springs","Northern Territory","Business",15.2398063
"657",11688,"Alice Springs","Northern Territory","Business",11.2919954
"658",11778,"Alice Springs","Northern Territory","Business",16.3421441
"659",11869,"Alice Springs","Northern Territory","Business",20.7397677
"660",11961,"Alice Springs","Northern Territory","Business",23.9216337
"661",12053,"Alice Springs","Northern Territory","Business",1.0084255
"662",12143,"Alice Springs","Northern Territory","Business",19.3528331
"663",12234,"Alice Springs","Northern Territory","Business",9.7576477
"664",12326,"Alice Springs","Northern Territory","Business",18.4045143
"665",12418,"Alice Springs","Northern Territory","Business",9.5790425
"666",12509,"Alice Springs","Northern Territory","Business",8.8005499
"667",12600,"Alice Springs","Northern Territory","Business",10.7824435
"668",12692,"Alice Springs","Northern Territory","Business",11.2808164
"669",12784,"Alice Springs","Northern Territory","Business",9.2443086
"670",12874,"Alice Springs","Northern Territory","Business",7.9536995
"671",12965,"Alice Springs","Northern Territory","Business",8.2999071
"672",13057,"Alice Springs","Northern Territory","Business",22.2565388
"673",13149,"Alice Springs","Northern Territory","Business",12.048289
"674",13239,"Alice Springs","Northern Territory","Business",8.422068
"675",13330,"Alice Springs","Northern Territory","Business",9.249005
"676",13422,"Alice Springs","Northern Territory","Business",9.705743
"677",13514,"Alice Springs","Northern Territory","Business",12.1917278
"678",13604,"Alice Springs","Northern Territory","Business",14.5493314
"679",13695,"Alice Springs","Northern Territory","Business",9.4196439
"680",13787,"Alice Springs","Northern Territory","Business",8.3474067
"681",13879,"Alice Springs","Northern Territory","Business",6.3728304
"682",13970,"Alice Springs","Northern Territory","Business",16.9589265
"683",14061,"Alice Springs","Northern Territory","Business",27.9164528
"684",14153,"Alice Springs","Northern Territory","Business",23.3770221
"685",14245,"Alice Springs","Northern Territory","Business",6.7743981
"686",14335,"Alice Springs","Northern Territory","Business",12.6631448
"687",14426,"Alice Springs","Northern Territory","Business",9.9692171
